rgb,set1Arm,set1NotArm,set1Prediction,set2Arm,set2NotArm,set2Prediction,set3Arm,set3NotArm,set3Prediction,set4Arm,set4NotArm,set4Prediction,set5Arm,set5NotArm,set5Prediction,set6Arm,set6NotArm,set6Prediction,set7Arm,set7NotArm,set7Prediction,totalArm,totalNotArm,totalPrediction
9-10-11,8,209,0,20,184,0,14,264,0,28,85,0,34,180,0,1,57,0,6,113,0,111,1092,0
5-3-2,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,5,0
6-9-13,0,0,1,3,0,1,3,0,1,0,4,0,0,0,1,1,0,1,0,0,1,7,4,1
7-10-11,140,106,1,454,50,1,186,318,0,149,59,1,243,354,0,126,117,1,94,63,1,1392,1067,1
0-0-0,5220,932,1,3887,232,1,7697,2181,1,3560,1367,1,2849,1226,1,3731,1551,1,1917,744,1,28861,8233,1
3-2-3,10,0,1,7,0,1,15,0,1,7,0,1,3,0,1,12,2,1,2,0,1,56,2,1
1-2-1,416,561,0,312,340,0,1039,793,1,189,180,1,537,385,1,863,509,1,835,48,1,4191,2816,1
1-3-5,945,12,1,1389,10,1,1245,12,1,1666,59,1,1267,79,1,775,7,1,670,34,1,7957,213,1
9-8-6,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0
7-9-9,16,832,0,35,2780,0,116,1856,0,11,9,1,101,182,0,11,112,0,17,550,0,307,6321,0
12-14-14,0,0,1,0,0,1,0,0,1,9,0,1,6,0,1,0,0,1,0,0,1,15,0,1
8-7-4,2,1,1,0,6,0,0,4,0,1,0,1,0,1,0,0,4,0,0,0,1,3,16,0
4-5-4,54,119,0,34,93,0,24,119,0,54,1,1,29,34,0,67,22,1,9,23,0,271,411,0
1-3-8,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1
2-4-3,8,37,0,18,38,0,39,44,0,12,4,1,9,11,0,11,3,1,13,7,1,110,144,0
